,Date,Author,Vertical,Headline,Description
255,"Created: Apr 8, 2019, 00:00 IST",TNN,TNN,Fireworks display to mark end of Vallanghy Vela,"Palakkad: Fireworks display and procession of elephants will mark the final day of the famous Nenmara Vallanghy Vela festival, that equals Thrissur pooram in grandeur, on Wednesday. Nenmara and Vallanghy villages are all set for the festival.
The Vela is celebrated after paddy harvest, when the fields are empty and dry. It is celebrated to mark the birthday of the presiding deity, Nellikulangara Bhagavathy of the Nenmara temple. There is also a belief that the festival is conducted to celebrate the killing of a demon by the goddess.
The two competing villages — Nenmara and Vallanghy — have their own temples but converge at the common Nellikulangara Bhagavathy temple for the Vela.
The work of the thatched sheds (pandals) were completed along the route of the procession of caparisoned elephants in Nenmara town. Considering the high temperature and heat wave in Palakkad, steps are being taken to spray water en route and in the pandal vicinity, according to the Vela committee officials.
Water will be stored, and fruits like water melon are being procured in huge quantity for the elephants.
Work on the huge Aana Pandal (elephant shed) which will house over two dozen elephants, one of the main attractions of the festival, got completed. A team of veterinary doctors and an elephant squad will be in place to take care of the elephants, the officials said.
Another attraction of the festival is the fireworks display. The magnificent show has both sides vying to get the upper hand for which new techniques are tried out every year.
Both the groups keep the design and the illumination of the pandal a top secret to outsmart the other.
The selection of the tallest and most popular elephants of the state is a matter of prestige for the competing teams."
256,"Created: Apr 8, 2019, 00:05 IST",TNN,TNN,A song that celebrates the spirit of Ugadi,"Director SD Arvinda’s single, is all about celebrating Ugadi with your loved ones. “In our country, we celebrate so many festivals and these are synonymous with songs. That’s when I realised that we don’t have any new songs for any of our festivals, especially Ugadi. Certain old songs are still played — a couple of film songs too — but there aren’t any newer ones. So, I thought I’ll create something with Ugadi,” says Arvinda, who has composed the music for the song. Titled, Banthu Yugaadhi, it has lyrics by Kaviraj, features singers Ananya Bhat, Usha Prakash and violinist Aneesh Vidyashankar. “When I shared this idea with Kaviraj, he really liked it. He has very creatively penned the lyrics for the song that talks about the beauty of the festival and how we celebrate it,” Arvinda says.

What can one expect from the song? “We have written the song, keeping in mind the current generation. Through the song, we persuade people to celebrate Ugadi traditionally, the way our parents used to. Today, people go to a hotel, eat obattu and it’s done. We want them to go back to their village, their parents and celebrate it together and enjoy it like we did in our childhood,” says Arvinda, adding that the video will feature caricatures by Naganath as well. “We are songs lovers and need a lot of songs for our festivals. So, I will be looking at composing more songs for festivals like Varamahalakshmi puja and more,” Arvinda sums up."
257,"Created: Apr 8, 2019, 01:00 IST",TNN,TNN,Mahanati honours Sandalwood actors,"In a special event, Mahanati, which will be aired on Ugadi at 6:30pm. Actors like Hariprriya, Ragini Dwivedi, Rachita Ram, Priymani and Priyanka Upendra were honoured.

Sandalwood industry personalities like like Dwarakish, Rajesh, Raghavendra Rajkumar, Golden Star Ganesh, Sriimurali, Nagathihalli Chandrashekhar, Chethan and Nagabharana felicitated women achieveers. Small screen stars Krishi Tapanda, Madhubala, Apoorva Bharadwaj, Ashwini, Raksha Holla and others performed to pay tribute to legendary heroines by performing.

Watch Mahanati on Saturday at 6:30pm"
258,"Created: Apr 8, 2019, 01:00 IST",TNN,"Created: Apr 5, 2019, 03:16 IST",See Shivarajkumar in a new light in Kavacha,"Director GVR Vasu is thrilled that his debut film is with a star like Shivarajkumar. Not just that, the changes that he made to the script of the Malayalam film Oppam for his film Kavacha convinced the Hattrick Hero to star in a remake after 14 years.

As the film, made under HMA Cinema, hits theatres today, Vasu is thrilled to finally see his labour of love on the big screen. “The movie is completely fresh and gripping in terms of the script, performances, locations, re-recording and music. It is a thriller, with edge-of-the-seat action elements, which will keep audiences hooked. But that’s not just it. The film is also replete with emotions, as there is a good father and daughter relationship that has a universal connect,” says Vasu of his film. There’s more to look out for, he adds, saying, “Even after having done over 100 films, this is a completely different role for Shivanna (Shivarajkumar).”"
259,"Created: Apr 8, 2019, 01:00 IST",TNN,TNN,Tollywood suggests ways to save single screens,"There was a time when a film would run on all three shows and complete 25 weeks in a single-screen theatre. Not only did theatres enjoy a great footfall, no one seemed to mind plonking themselves on rickety wooden chairs or the distractions caused by whirring ceiling fans. With multiplexes coming into the scene with their bouquet of luxury and the transition of cinema from celluloid to digital, single screens were hit hard. And since then, it has been all about theatres closing down, one after the other. After north Kolkata’s iconic theatre, Mitra cinema, downed shutters at the start of April, it sent ripples across Tollywood. Several members of the film fraternity talk about how to best handle the situation.
‘A joint appeal must be made to the govt’

The exhibitors, distributors and producers should have a constructive discussion and get to the root of the problem. One first needs to know why single screens are closing down one after the other. Is it the dearth of money or fewer films working in theatres? A joint appeal must be made to the government to resolve this crisis.
— Rituparna Sengupta, actor

‘More theatres will shut if there’s not adequate return’

There are many issues plaguing single-screen theatres in Bengal. They are usually made on a huge plot of land and the latter, if exploited well, can bring them more money than the business of cinema. Cinema, like any other business, depends on returns on investment and more theatres will shut if there’s not adequate return. It’s a fact that the film industry in Bengal is dead and we need many things to revive it. One among them is government intervention. I have had discussions with many theatre owners and requested them to prepare a power point presentation on the things they will need. They have time till the election, as nothing can happen before it. After that, we have plans to show the presentation to financers and the government. Even if the land is developed into a multi-storeyed building or a shopping mall, it would be required to reserve space for two screens on one floor. Easy loan facilities for theatre owners can also help the situation.
— Prosenjit Chatterjee, actor

‘It’s a major cause of concern’

The audience today seeks basic comfort while watching a film — they want an AC theatre and comfy seats. Maintenance is a concern for single screens. I think theatre owners should rent out a portion for commercial usage and use that money for the hall’s upkeep. It used to be the same for Lighthouse and New Empire. If the audience is paying above `100 a ticket, they will demand luxury, and the theatre owners are not making enough money to provide that — it’s a catch 22 situation. The alarming rate at which theatres are shutting down is a major cause of concern.
— Atanu Ghosh, filmmaker

‘Single screen owners should be free to run films they want to’

I think single screens should be allowed to run films that are giving them business without the pressure of taking in more movies. So, a film should be allowed a fair run. The decision-making on the part of theatre owners has a role to play.
— Churni Ganguly, actor-filmmaker

‘Single screens are fast becoming a thing of the past’

We have to keep making movies that will bring money to the industry. It can’t be one, two or three filmmakers’ responsibility. I feel there’s a sense of insecurity that runs deep. In other industries, filmmakers and actors are created and people get worried when a film doesn’t work. I remember when Anuranan released, I went to check the film’s posters in Mitra, Star and other theatres in north Kolkata; it’s heartbreaking that single screens are fast becoming a thing of the past. We must take collective responsibility — let there be more actors and directors. Together, we sink or sail. There have been good films in Bengal too, but there can be more Gully Boys, Newtons or Badhaai Hos. There has to be a movement. If the audience makes it to theatres, the latter will survive, and we too will survive in the process. Cinema is a business and theatre owners need to take care of the electricity bills, staff salaries, upgradation, maintenance — we too must take responsibility of that. There was a time when Hindi songs were made from their Bengali counterparts and it was the same with films. I have watched Sairat at a Pune theatre and saw people giving ceetees. When I went for a Tamil film by Mani Ratnam, I saw people clapping at the names of the cast. One good director, one good film will not help the situation, films have to work in bulk.
— Aniruddha Roy Chowdhury, filmmaker

‘Theatre owners need to focus on amenities’

The single screens that sustained offer the same comfort as plexes. People can buy food and access clean rest rooms. Gone are the days when one film would be given four shows at a single screen. Now, there’s a mixed bag of films — theatres offer Bengali, Hindi and English films. If the ticket prices are a bit cheaper than plexes, then the audience will spend the same money they saved on food. So, the theatre owners will need to focus on the amenities.
— Pratim D Gupta, filmmaker

‘Even bad films do good biz at multiplexes’

If single screens don’t run, commercial cinema will be the worst affected. Earlier, the theatre owners would charge a certain amount on tickets as service tax. After GST came into being, service charge was replaced with it. Now theatre owners, who would utilise that amount for the maintenance of halls, get nothing as the common reasoning is that the audience cannot be burdened more. This is taking a huge toll on single screens. All we want from the government is to give it to us in writing that if the theatres charge service charge, they won’t have a problem. We have had discussions on this and will again hold talks with government representatives after election. Since plexes offer comfort, even bad films do decent business there. But many single screens do not have the resources to offer the same comfort.
— Piya Sengupta, president, EIMPA

‘Making balanced films is the solution’

The state of Bengali cinema is despicable. Most films flop and the hits are few and far between. If films run, how can theatres shut shop? It’s only because films are failing to draw the crowds that theatres are hit so hard. There was a time when films by Tapan Sinha, Anjan Chowdhury, Sujit Guha, Tarun Majumdar, Haranath Chakraborty, Swapan Saha and me would run to packed theatres. My first film, Protidan, ran for 25 weeks. Lathi and Shwet Pathorer Thala were lapped up by the classes and masses alike. Now, the films that are lauded fail to garner good numbers and the movies that run are criticised by the audience. I think the solution to this would be making balanced films that make moolah and also touch the audience. In my time, a film would run on all three shows at a theatre and still complete 25 weeks. Today, if a film runs 100 days in one screen and has one show, it is considered big!
— Prabhat Roy, filmmaker


The revenue model at three single screens

“To run a film at Priya, one has to pay a rental of `1.75 lakh per week. If a film earns `5 lakh in the first week, `3.25 lakh goes to the distributor, who deducts his percentage and sends the rest to the producer,” said owner Arijit Dutta. The theatre offers many food and beverage options and that yields money as well.

Navina cinema is dependent on the exhibitor’s share of a film’s box-office collection. “For Hindi and English films in the first week, it’s a 50-50 share between distributor and exhibitor. For the second week, it’s 40-60 and from third week onwards, it’s 30-70. For Bengali films, the share is dependent on the understanding with the distributor and can vary. Unlike other theatres, mine allows the patrons to bring food, so the focus is not on the sale of food items,” said Navin Chokhani, proprietor of the theatre.


“Basusree cinema charges a rent in case of films they aren’t sure of. So, it’s Rs 50,000-60,000 in the first week for a film that has two shows. For four shows, the amount is `1.1 lakh. For big films, they opt for revenue sharing,” said Sourav Bose, one of the owners. The board of directors decide on rental/sharing on a case-to-case basis."
260,"Created: Apr 8, 2019, 06:00 IST",TNN,TNN,Children of Heaven comes to K’wood,"Celebrated Iranian filmmaker Majid Majidi’s Oscar-nominated Children Of Heaven is one of the most critically acclaimed films for its nuanced portrayal of siblinghood. The film is now being remade in Tamil, and helming the remake is Saamy, known for his controversial films like Uyir and Sindhu Samaveli.

“During weekends, I make it a practice to show cartoon films to my kids. One day, they asked me why there aren’t any films for children that have human characters. So, I got them to watch Children Of Heaven. My sister, who had come visiting from our village, told me that these are the kind of films that should be made in Tamil. So, we bought the remake rights of the film and are adapting it for the Tamil audience,” begins Saamy, “This will be a 100 per cent ‘U’ certificate film for children.”


The movie, titled Akka Kuruvi, has been shot in Poomparai. “It’s about 20-odd km from Kodaikanal, and is by far the most beautiful village I’ve ever seen. Surrounded by lush green hills, there are just 1500 houses in that entire area. We’ve completed filming, and are looking to release it in May in Tamil, and also in Telugu,” he informs, and adds, “While I’ve stayed true to the original screenplay, I’ve added a few scenes to regionalise the content for our audience.” Maheen, Mollywood’s popular child artiste, and seven-year-old Daviya from Kannur play the lead roles.

But what is the significance of the title? “Akka kuruvi is a part of our folklore and refers to a kind of bird whose call sounds ‘akka’. One story is that two sisters came down to Cauvery for a bath and owing to aadi perukku, the elder sibling gets washed away. The younger one keeps calling out to her, saying ‘akka’, and takes the form of a bird. There’s another story that’s narrated by people in the Tirunelveli district. But the bottom-line is the love the siblings have for each other, and we thought no other title could justify this story,” he signs off."
261,"Created: Apr 6, 2019, 00:00 IST",TNN,TNN,Miss India Anukreethy V.A.S debuts with a Tamil film,"Actor Prashanth seems to have a thing for beauty pageant contestants. Ever since he was paired opposite Miss World Aishwarya Rai in Shankar’s Jeans, he has acted with Miss India winners and contestants like Isha Koppikar (Miss India contestant), Pooja Chopra (Miss India-World 2009), and Divya Parameshwaran (Miss India Worldwide 2008).

Now, the actor will be pairing up with fbb Colors Femina Miss India World 2018 Anukreethy V.A.S, who also represented India at the Miss World 2018 pageant. The film will be a “family-oriented action film”, says Prashanth’s father and the film’s producer, Thiagarajan. It will be directed by A Venkatesh, who had worked with Prashanth in the hit 2001 film, Chocolate. “Prashanth will be seen as a tough guy who takes on local politicians who are involved in illegal activities. Anukreethy’s character is a fabulous one. We wanted a very pretty girl, someone who had a title like Miss India, and we are glad to have got her. She will be introduced as Miss India in the title credits,” he says.


The team has got Bhumika Chawla on board to play the role of the hero’s sister. “The brother-sister relationship will be the fulcrum of the story,” says Thiagarajan.

The film has many popular faces in its supporting cast. “Prakash Raj plays the main villain. Nasser is also playing an important role. Uma Iyer and Naren will be seen as Anukreethy’s parents while Jayasudha plays Prashanth’s mother,” he informs. Comedians Yogi Babu and Robo Shankar are also part of the cast.


The film goes on the floors today and the shoot will go on till June in Chennai, Hyderabad, Tenkasi, and Tuticorin. “We are planning to shoot the songs in New Zealand, Australia and Hong Kong,” he adds."
262,Purnima Sah,TNN,TNN,Meghana Raj signs her first film after her wedding,"A year after she tied the knot with Chiranjeevi Sarja, Meghana Raj is gearing up to face the arc lights again. “Yes, I’ve signed my first film after getting married,” she says excitedly.

“It’s an as-yet-untitled comic caper and I star opposite Srujan Lokesh. Obviously, when Srujan is in a film, there has to be loads of laughter and that’s exactly what this film has to offer. In fact, when director Madhu Chandra (who directed Vascodigama) was narrating the script to me, I was laughing till my sides ached. After signing the film, I was confident that audiences will like it,” says Meghana. The film, she adds, delves into the bane of mobile phone addiction and how it has disrupted our daily lives. “Pertinent points are made with subtle humour and that’s the beauty of the story. We also talk about solutions and not just the problem,” says the actor.


As for her character, Meghana plays a stylish IT professional. “She’s a woman of today, one who juggles many roles and has a mind of her own,” she signs off."
263,"Joyeeta Chakravorty, Sunayana Suresh and Sandra Marina Fernandes",Rachana Dubey,TNN,Dheeraj Dhoopar to host next season of Dance India Dance,"Delhi actor Dheeraj Dhoopar, who plays the lead role in the show 'Kundali Bhagya', has often spoken about his love for hosting shows. “If not a daily soap, then I would love to host a reality show,” he told us a few months ago and now his dream is finally turning into reality. The actor, who has already hosted some TV award shows and the finale of singing reality show, 'Sa Re Ga Ma Pa' in January is gearing up to host the upcoming season of dance reality show, 'Dance India Dance'.

Speculation about him hosting the show was rife for the past few days. The actor put all speculations to rest as he confirmed to us that he will be hosting the show and will start shooting for it next month. Without divulging too many details, he said, “What I got to know is that the show will be called 'Dance India Dance–Battle Of Champions'. All I know is that this time the show will be bigger than ever in its scale and grandeur, and it will be an all new concept with participants from all age groups.” Talking about his new hosting gig, he added, “I was recently approached by the producers for hosting it and I couldn’t have asked for a better opportunity. I have always said that through daily soaps, you get to be known as a character, and reality shows help you create your own identity. This was the chance I was looking for. It is too soon to say more, but I have already started preparing for the show and working on my looks.”


The actor says he will continue shooting for 'Kundali Bhagya' while hosting the dance reality show. “Shooting for a reality show isn’t as hectic as it is for a daily soap. I think I will be able to manage both,” he said."
264,"Created: Apr 6, 2019, 00:00 IST",TNN,TNN,Watch Ugadi Sambhrama on Saturday,"Television viewers are spoilt for choice this Ugadi, as every general entertainment channel is offering special shows on festival even. A musical extravaganza Ugadi Sambhrama which was held in Shivamogga will be aired on Saturday at 12:30pm.

Playback singer Rajesh Krishnan has sung the Kannada hit songs of 70’s and 80’s will treat television viewers on Saturday. Actors Nithya Ram and Jayashree have also performed to enthrall viewers. In another show, small screen actors playing in slush as a part of Ugadi will also be aired."
265,Neeshita Nyayapati,TNN,TNN,Spreading communal harmony through theatre,"Hindi plays are not very common in Bengaluru, but the scene is getting better now. “There used to be very few people coming to watch a Hindi play. This, however, is not the case anymore. Thanks to the city’s growing cosmopolitan crowd and inclusive culture, audiences enjoy and appreciate Hindi theatre, just as much as Kannada and English. More alternative spaces have also translated into more shows, all of which is a welcome trend,” says veteran theatre personality Zafer Mohiuddin, whose latest Hindi directorial, Shaadi Ki Kirkiri, is premiering at Chowdiah Memorial Hall today.

Courtesy Bengaluru-based Kathputliyaan Theatre Group, the play is based on Sadiqa Peerbhoy’s book Marry Go Round. “The plot follows the life of Sartaj Jehan Begum, whose only goal in life is to bring home a ‘khaandaani bahu’. But her son, who stays abroad, has other plans, unfortunately. The play uses Hyderabad’s popular folk ‘dakhani’ humour and the city nostalgia-inducing nawabiyat,” says the director, adding, “Although it takes a satirical take on a typical household in the country, the play mainly aims at spreading the message of communal harmony through the arts.”


Shaadi Ki Kirkiri runs for a duration of two hours. The ensemble cast includes actors Imran Pasha, Vishal Gupta, Kousar Afgan, Maahir Mohiuddin, Aparna Jha, Shatarupa Bhattacharyya, Ashish Athavale, Ashok Dhariwal, Snehith Gowda, Suresh Sharma, Aparna Jha, Zulaikha Minnat, Amrita Mishra, Drishti Jain, Anshulika Kapoor, Srinivasa Naidu, Abhinav Vishwanathan, Aaqib Jamal, Mohit Somanna, Zara Samreen and Abdul Razak. There will be more shows of the play at Alliance Française de Bangalore on April 13 and 14.

FACEBOOKTWITTERPINTREST"
266,"Created: Apr 6, 2019, 00:00 IST",TNN,"Created: Apr 5, 2019, 03:16 IST","Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh and Kiara Advani cute the cake on the sets of 'Good News'; read details","Akshay Kumar and Kareena Kapoor Khan will be reuniting on screen after a long time with 'Good News'. The film also stars Diljit Dosanjh and Kiara Advani in pivotal roles.
Read Also
Akshay Kumar and Kareena Kapoor Khan groove to the tunes of a reprised version of 'Sauda Khara Khara' for 'Good News'

The film story revolves around two married couples and their journey of love. In the film, Akki and Bebo will be seen playing the role of a couple who is trying to have a baby.


Well, reportedly, internet sensation and Kareena's son Taimur Ali Khan will be doing a cameo in the film.

Today, Diljit took to his Twitter account to share a picture of himself with the cast and captioned it, ""Awesome Foursome"".



The cast celebrated the wrap up of a schedule for the characters Honey and Monika, played by Diljit and Kiara. Videos and pictures of the same have been shared by Kiara on her Instagram account.



Helmed by Raj Mehta, backed by Akshay and Karan Johar, the film will hit the theatres on September 06."
267,Sharanya CR,TNN,TNN,"Sourabh Raaj Jain: When I played Krishna, people said, ‘Why is our Krishna 6 feet 3 inches tall?","Sourabh Raaj Jain became a household name after he played Lord Krishna in 'Mahabharat', but along with the popularity came the risk of getting stereotyped. Most television actors, who became hugely popular on mythological shows, failed to break free from the mould, but not in the case of Sourabh. He has successfully managed to dabble in different roles within the mythological/historical genre, and is also looking forward to being a part of family dramas. So, how did he manage to do this? Read on...
You’ve played ‘God’ a number of times on TV. How does it feel?
Like they say, Ik Omkar, which means one God, various forms... I have had the opportunity to play various forms of God in my career. I have played Vishnu, Krishna and Mahadev on TV, and Lord Balaji in a Telugu movie with Nagarjuna sir. I feel blessed to have got these roles in my career, which actually started with a youth-based show (Remix) and regular fictional shows like Parichay and Uttaran, among others.


After becoming popular in the mythological genre, were you worried about getting stereotyped? How did you manage to break free from the Krishna image? We all have our fears, but it’s about how you take up the challenge. When I played Krishna, there were many who said, ‘Why is our Krishna 6 feet 3 inches tall?’ Some said, ‘Why isn’t Krishna darker?’ So, that was the challenge. After I played Krishna in 'Mahabharat', I was offered similar roles. People wanted me to make appearances at events as ‘Lord Krishna’, in that attire. But I followed my heart and declined all those offers. Breaking the mould was indeed a challenge. To break the monotony, I did a radio show, anchored shows like 'Savdhaan India', 'Bhakton Ki Bhakti Mein Shakti' and 'Mahapuran'. And then the show 'Mahakali — Anth Hi Aarambh Hai' came my way. No actor had played one God and then been accepted playing another one. Mahadev’s role was challenging and it had shades which I hadn’t explored earlier. Also, who had ever seen Mahadev with a beard and moustache? That may have looked odd to the viewer, who was used to a stereotypical image. Of course, the credit for being able to see me in these different avatars goes to the maker, Siddharth Kumar Tewary. What I’m currently playing (Dhananand in 'Chandragupta Maurya') is also something completely different. Who would have thought that after playing God, I would be playing the vicious and peculiar Dhananand? Stereotypes are challenges and I believe in taking challenges head on!

After 'Chandragupta Maurya', which is a historical, are you looking forward to doing a regular daily soap next?
I don’t slot genres according to soap, historical, mytho and crime. For me, the most important thing is my role. Yes, I would love to step outside the costume drama category and play a young urbanite, something closer to who I am.

As an actor, what is your biggest fear?
Stagnancy. I want to look forward to getting up every morning and going to work instead of finding an excuse or dreading going to work. Also, I never want to take up work just for the sake of money. I feel that when you are passionate about what you do, money will follow. If money becomes the primary factor, passion goes down the drain.

Did you always want to be an actor? How did it all begin?
It all began when Shrishtidi (producer Shrishti Arya) saw me with one of my friends, who had met her for the audition for her upcoming show, Remix. She asked me to audition as well, and in my excitement, I said whatever I could in front of the camera. Two months later, I was called to Mumbai from Delhi, where I was a second year computers application student. I never thought that I would become an actor, but after Remix wrapped up, I realised how much I missed acting and shifted my focus to it.

You have always said that your mother has had a huge role to play in shaping your personality...
I was raised solely by her for most part of my life. She studied, worked and raised me simultaneously. She has this never-give-up attitude and she has also inculcated a strong sense of right and wrong in me.

You got married quite early. When and how did you meet your wife?
There comes a point when you are certain that you have found the one you want to spend your entire life with. Luckily, I found Ridhima quite early in my life. I
met her in a dance class, which I had joined in a desperate attempt to learn some dancing. And since then, I am dancing to her tunes (laughs!)
You are a mamma’s boy and also a doting husband. How do you manage to strike a balance between the two most important women in your life?
Actually, I don’t need to balance anything, it’s my mom and Ridhima who balance everything for me. Maa and RidhiMaa, as I call them, gel well and that gives me immense relief and happiness, as my mother is very possessive about me.

How difficult is it for you to stay away from your one-and-a-half year old twins, given that the shoot of your show is in Umergaon?
At times, I wish that I had a teleportation machine! But since that is yet to become a reality, I try to meet them as much as I can. I sometimes travel to Mumbai or call them over to Umergaon.

Initially, you were an introvert. Has that changed in recent years?

I have worked hard on changing that. I’m opening up, considering how important that has become in current times.


Is Bollywood on your mind?

Good content is always on my mind, medium doesn’t matter. Having said that, any actor would love to see himself on 70 mm screen and I am no different.


Do you think film producers are right when they say that TV stars are over exposed because of their daily shows?

When I hear such things, I think of Amitabh Bachchan sir. His body of work and the fact that he is still doing so much is incomparable with anyone in any medium. So, does exposure because of daily soaps matter? In my opinion, no."
268,Tanvi PS,TNN,TNN,I just don’t want to be a part of anything and everything: Rithvik Dhanjani,"Actor and anchor Rithvik Dhanjani, known for hosting reality shows like 'Super Dancer Chapter 3', 'India’s Best Dramebaaz', among others, was in Lucknow recently. Dhanjani, who’s been to the city several times says that he was shocked to hear the prices of the chikan suits last time but this time too he shopped for some more for his mother. ""Last time I came here with Bharti and we shopped a lot. I remember the prices of the suits were very high, and Bharti was continuously whispering in my ear, ‘tujhe dekh ke badha rahe hain price’. Ab mujhe toh pata nahi hai kaise milte hain suits. I have learnt the art of bargaining from my mom. Bahut seekha hai lekin bargaining ke liye bhi toh actual price pata hona chahiye tabhi toh insan bargain karega. But trust me, I love shopping for chikan suits for my mother from Lucknow.""
Rithvik Dhanjani (BCCL/ Farhan Ahmad Siddiqui)

Asked whether the actor is happy with his career graph and what does he aspire to do now, Rithvik, says that he feels there’s a lot of scope for him to do more than he is currently doing career wise. ""I don’t feel happy or content with every project that I do or every job that I do. I feel grateful that I am doing a project which inspires me in my life. Moreover, I just don’t want to settle in life or become stable, I always want to do something different and unique because I think there is so much there for me to explore. Currently I can say I am happy with my career graph, jo chal raha hai it’s great, but at the same time you have to constantly push yourself to achieve your ultimate goals in life.""

Rithvik Dhanjani (BCCL/ Farhan Ahmad Siddiqui)

Talking about his plans of joining Bollywood, the actor shares that nothing interesting has come to him which can coax him to enter Bollywood. ""I am busy with a few projects in hand and then it becomes difficult for you to choose. There are certain things that you want to do and you even have time for it but woh kaam nahi hota jo apko karna hota hai. Yeh sab toh chalta hi rahta hai, but I want to explore as much I can,"" says he, adding, ""Actually I am waiting for some good scripts which should inspire me and andar se ek awaaz aaye ki yes boss this is right for you. I just don’t want to be a part of anything and everything. And mere saath problem yeh hai that there are a lot of things coming my way but I don’t want to be a part of them.""

- Prachi Arya"
269,"Created: Apr 6, 2019, 00:00 IST",TNN,TNN,An entertaining musical night for Kanpur docs,"Doctor Inderjeet and wife Ramneet played perfect hosts when they organised a musical night for their friends from the fraternity recently. Eat, drink and be merry was the mantra of the party and this made the do an entertaining one. ""After a very long time we all have gathered today,"" said, Dr Inderjeet.
(L) Ramneet and Inderjeet (R) Rashi (BCCL/ IB Singh)

The do turned out to be a hit among the medicos as they enjoyed the musical performance of singer Ankita, who enthralled the guests with songs like Main Tenu Samjhawan Ki, Tum Hi Ho and Aaiye Meharbaan. Later, Inderjeet and Akash also sang Yara Teri Yari Ko.

(L) Gurdev and Mini (R) Mamta and Shikha (BCCL/ IB Singh)

Also present were Dr SK Mishra, Ruchi, Sneha, Priyanandi, Nishant, Richa and Saurabh.

(L) Mili and Satinder (R) Neelam and SK Mishra (BCCL/ IB Singh)
(L) Ruchi and Sneha (R) Sneha and Tanu (BCCL/ IB Singh)"
270,Sindhu Vijayakumar,TNN,"Created: Apr 5, 2019, 03:16 IST",Kareena Kapoor Khan to debut on TV with 'Dance India Dance'?,"This could prove to be one of the most sensational debuts Indian television has seen in the recent times. According to sources, the makers of Dance India Dance have approached Kareena Kapoor Khan to judge the upcoming edition of the dance reality show. The talks between the two parties, we hear, have reached an advanced stage, and if everything falls into place, Kareena will make her debut on TV with this show. Choreographer Bosco Martis has already been roped in as one of the judges for the reality show.

Says a source associated with the show, “We are in talks with Kareena and she is keen on being part of the show. We are hoping for the deal to materialise soon.” Despite repeated attempts, we didn’t get a response from the actress."
271,M Suganth,TNN,TNN,Amrita Mahal Nakai: 'Kalank' is not one person’s effort; it requires an army of people to create something so grand,"The promos of Karan Johar’s upcoming magnum opus, 'Kalank '— set in the pre-Independence era — has already created a buzz. Now, the grandeur of the film’s set is also becoming one of the talking points. BT caught up with art director Amrita Mahal Nakai, the woman behind the design of the majestic set, to know more about it. Amrita credits director Abhishek Varman for giving specific instruction. She says, “We followed Abhishek’s vision and also, the script left no margin for error. We started working on the design around the end of 2016.”
The set showcases Hira Mandi — the famous market of Lahore — in all its glory. Amrita shares, “Our set of Hira Mandi is a rather fantastical version of Lahore in the 1940s, though we have retained the essence of the city as it was back then. We used a little bit of imagination and borrowed architecture from across the globe. Two designers — Anita Rajagopalan and Donald Reagan — were brought on board for this grand set as I was also working on another film at that time. Aparna Raina collaborated with me to design the set for the Chaudhry house and haveli.”


Talking about the colour palette used, she says, “We have shown restraint in the use of colours, so that it doesn’t look jarring. We have taken our liberties, but well within the canvas of the film. Red colour has been used extensively in Kalank. It’s a strong colour and is pretty much there in every frame of the film. We used various shades of it. Hira Mandi is the most vibrant of all the sets, so we used colours depicting the same.”

Talking about the nitty-gritties of the project, Amrita specifically mentions the pond and its hues. She shares, “We had a large tank of water, and I was clear that I didn’t want the water to look blue. That’s not the look I had in mind, as I am not a fan of blue. Also, that was not a part of the palette. At the same time, I didn’t want any other dark colour either. Another huge challenge was to keep the water clean during the 45-day schedule of the shoot. We devised a method through which the water looked green and we all loved it.”


But doesn’t working on such a large scale come with its own challenges? “Totally,” agrees Amrita, adding, “To make Abhishek’s vision real was a challenge. In today’s day and age, people are hardly putting up grand sets. They rely more on VFX to make sets look grand, but we built a set to give it a more real look. Of course, the makers will be using visual effects to enhance scenes, but we have kept it as real as possible. This would probably be the largest set I have ever designed.”


However, after all the hurdles, Amrita looks satisfied with the outcome of her effort. “This is not one person’s effort; it requires an army of people to execute something as grand as this. Working with Binod sir (Pradhan, cinematographer), who makes the frame look 20 times better, was phenomenal. That kind of sums up my journey in the film.”"
272,"Created: Apr 6, 2019, 00:00 IST",TNN,Movies,Photo: Kangana Ranaut enjoys 'Gol Gappas' in Delhi,"After the success of 'Manikarnika: The Queen of Jhansi', Kangana Ranaut is currently shooting for her next film 'Panga' in Delhi. And recently, the actress managed to enjoy the famous chaat of Delhi, Gol Gappa.

Read Also
Kangana Ranaut opts out of Anurag Basu's 'Imali' to direct her own venture?

Kangana's team's official Instagram handle posted a picture of the actress as she devoured some Gol Gappas. The caption of the post read, ""Mission Golgappa! Kangana Ranaut is basically all of us as she indulges her tastebuds with famous Chaat of Delhi in a ""Secret Mission"" #KanganaRanaut #PangaStories #Panga.""


Meanwhile, she recently took some coaching in wrestling to get into the skin of the character of the film. The film also stars Neena Gupta and Jassi Gill in pivotal roles. Helmed by Ashwiny Iyer Tiwari, the film is all set to hit the theatres on January 24 next year.


On the other hand, she will be next seen in 'Mental Hai Kya' co-starring Rajkummar Rao."
